Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Prefix_X,Matched_Y_SMILES_Count,Matched_Y_CIDs
172885203,924.9,C56H44O13,C1=CC(=CC=C1[C@@H]2[C@H]([C@H]([C@H](O2)C3=CC=C(C=C3)O)C4=CC5=C(C=C4O)OC(C5C6=C7[C@H]([C@@H](OC7=CC(=C6)O)C8=CC=C(C=C8)O)C9=CC(=CC(=C9)O)O)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O,"5-[(2S,3R,4S,5S)-4-[3-[(2R,3R)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-5-yl]-2,5-bis(4-hydroxyphenyl)oxolan-3-yl]benzene-1,3-diol",0,0,C56H44O14,145954356.0,CCCCCCCCCCOCCCCCCOCCCCCCOOCCCCCCOCCCCOCCCCCCOCCCCCCOOCCCCCCOCCCCCCOOO,CCCCCCCCCCOCCCCCCOCCCCCCOOCCCCCCOCCCCOCCCCCCOCCCCCCOOCCCCCC,0,
172883341,372.4,C17H24O9,C1=CC(=CC=C1CCC(CC(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,"5-(4-hydroxyphenyl)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypentanoic acid",0,0,C17H24O10,168487.0,CCCCCCCCCCCOOOCCCCCOCOOOOO,CCCCCCCCCCCOOOCC,0,
172879851,476.6,C29H32O6,COCOC1=C(C=C(C=C1)CC=C)C2=CC(=CC(=C2OC(CO)CO)C3=CC=C(C=C3)O)CC=C,"2-[2-(4-hydroxyphenyl)-6-[2-(methoxymethoxy)-5-prop-2-enylphenyl]-4-prop-2-enylphenoxy]propane-1,3-diol",0,0,C29H32O7,166931496.0,COCOCCCCCCCCCCCCCCCOCCOCOCCCCCCOCCC,COCOCCCCCCCCCCCCCCCOCCOCO,0,
172871423,670.7,C42H38O8,C1=CC(=CC=C1CCC2=CC(=C(C=C2O)O)OC3=CC=C(C=C3)CCC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CCC6=CC=C(C=C6)O)O)O)O,"4-[4-[2-[4-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenoxy]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C42H38O9,172870810.0,CCCCCCCCCCCCCCOOOCCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOOO,CCCCCCCCCCCCCCOOOCCCCCCCCCCCCCCOCCCCCCCC,0,
172871420,670.7,C42H38O8,C1=CC(=CC(=C1)OC2=C(C=C(C(=C2)CCC3=CC=C(C=C3)O)O)O)CCC4=CC(=CC=C4)OC5=C(C=C(C(=C5)CCC6=CC=C(C=C6)O)O)O,"4-[3-[2-[3-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenoxy]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C42H38O9,172870810.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCOCCCCCCCCCCCCCCOOO,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCOCCCCCCC,0,
172871205,670.7,C42H38O8,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O)OC5=CC(=CC(=C5)O)CCC6=CC=C(C=C6)O,"2,6-bis[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-4-[2-(3-hydroxyphenyl)ethyl]phenol",0,0,C42H38O9,172870810.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOOCCCCCCOCCCCCCCCO,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOOCCCCCC,0,
172871204,654.7,C42H38O7,C1=CC(=CC=C1CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3)CCC4=CC=C(C=C4)O)OC5=CC(=CC(=C5)O)CCC6=CC=C(C=C6)O)O)O,3-[3-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C42H38O8,172870888.0,CCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOCCCCCCOCCCCCCCCOOO,CCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOCCCCCCOC,0,
172871200,654.7,C42H38O7,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)OC5=CC(=CC(=C5)O)CCC6=CC=C(C=C6)O,3-[3-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C42H38O8,172870888.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOCCCCCCOCCCCCCCCO,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOCCCCCC,0,
172871130,670.7,C42H38O8,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3O)OC4=CC(=CC(=C4)O)CCC5=CC(=CC=C5)O)CCC6=CC=C(C=C6)O)O,"2,6-bis[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-4-[2-(4-hydroxyphenyl)ethyl]phenol",0,0,C42H38O9,172870810.0,CCCCCCOCCCCCCCCOCCCCCCOOCCCCCCOCCCCCCCCOCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCCOOCCCCCCOCCCCCCCCO,0,
172871087,654.7,C42H38O7,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3)CCC4=CC=C(C=C4)O)OC5=CC(=CC(=C5)O)CCC6=CC(=CC=C6)O)O,3-[3-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]phenol,0,0,C42H38O8,172870888.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOCCCCCCOCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOCCCCCCO,0,
